
SetupTitle, 2502-IdVgg-Vg
PrimitiveTest, I/V Sweep
DataValue, -2.1, 0.1, -0.05, 1.5000000000000002E-13, 0, -5E-13, 0, 1.3E-13
DataValue, -2.12, 0.1, -0.05, 3.5E-13, 0, -5E-13, 0, 2E-13
DataValue, -2.14, 0.1, -0.05, -1.0000000000000002E-14, 0, -5E-13, 0, -3.6000000000000003E-13
DataValue, -2.16, 0.1, -0.05, 3.8000000000000005E-13, 0, 0, 0, 3.9000000000000005E-13
DataValue, -2.18, 0.1, -0.05, 2.1000000000000001E-13, 0, -5E-13, 0, -1.7000000000000003E-13
DataValue, -2.2, 0.1, -0.05, -2.4000000000000004E-13, 0, 0, 0, -4.5000000000000005E-13
DataValue, -2.22, 0.1, -0.05, 1E-13, 0, 0, 0, 3.4000000000000007E-13
DataValue, -2.24, 0.1, -0.05, 3.4E-13, 0, 0, 0, 2.4E-13
DataValue, -2.2600000000000002, 0.1, -0.05, -2.0000000000000003E-14, 0, -5E-13, -5E-13, -3.6000000000000003E-13
DataValue, -2.2800000000000002, 0.1, -0.05, -1.2000000000000002E-13, 0, 0, 0, -1.0000000000000002E-13
DataValue, -2.3000000000000003, 0.1, -0.05, 1.3E-13, 0, -5E-13, 0, 2.5000000000000005E-13
DataValue, -2.32, 0.1, -0.05, -7E-14, 0, 0, 0, -2E-13
DataValue, -2.34, 0.1, -0.05, -6.0000000000000009E-14, 0, 0, 0, 9.9999999999999953E-15
DataValue, -2.36, 0.1, -0.05, -3.3E-13, 0, -5E-13, 0, -2.7E-13
DataValue, -2.38, 0.1, -0.05, 2.2000000000000002E-13, 0, -5E-13, 0, 5.5000000000000008E-13
DataValue, -2.4, 0.1, -0.05, 3.5E-13, -5E-13, -5E-13, 0, 1.3E-13
DataValue, -2.42, 0.1, -0.05, 1.0000000000000002E-14, 0, 0, 0, -3.4E-13
DataValue, -2.44, 0.1, -0.05, -1.3E-13, 0, -5E-13, 0, -1.4E-13
DataValue, -2.46, 0.1, -0.05, 2.7E-13, 0, 0, 0, 4E-13
DataValue, -2.48, 0.1, -0.05, 2.7E-13, 0, 0, 0, 0
DataValue, -2.5, 0.1, -0.05, -2.4000000000000004E-13, 0, 0, 0, -5.1E-13
DataValue, -2.52, 0.1, -0.05, -3.0000000000000003E-13, 5E-13, 0, 0, -6E-14
DataValue, -2.54, 0.1, -0.05, -8.0000000000000013E-14, 0, 0, 0, 2.2000000000000002E-13
DataValue, -2.56, 0.1, -0.05, -1.9000000000000002E-13, 0, 0, 0, -1.1000000000000001E-13
DataValue, -2.58, 0.1, -0.05, -3.4E-13, 0, 5E-13, 0, -1.5E-13
DataValue, -2.6, 0.1, -0.05, -1.22E-12, -5E-13, 0, 0, -8.8000000000000009E-13
DataValue, -2.62, 0.1, -0.05, -1.09E-12, 0, 1E-12, 0, 1.3000000000000005E-13
DataValue, -2.64, 0.1, -0.05, -1.1500000000000002E-12, 0, 1E-12, 0, -6.0000000000000148E-14
DataValue, -2.66, 0.1, -0.05, -1.1500000000000002E-12, 0, 1.5E-12, 0, 0
DataValue, -2.68, 0.1, -0.05, -1.5300000000000001E-12, 0, 1.5E-12, 0, -3.8E-13
DataValue, -2.7, 0.1, -0.05, -1.88E-12, 0, 1.5E-12, 0, -3.4999999999999992E-13
DataValue, -2.72, 0.1, -0.05, -1.98E-12, 0, 2.5E-12, 0, -9.9999999999999978E-14
DataValue, -2.74, 0.1, -0.05, -3.15E-12, -5E-13, 3E-12, -5E-13, -1.17E-12
DataValue, -2.7600000000000002, 0.1, -0.05, -3.8400000000000006E-12, 0, 3.5E-12, 0, -6.9000000000000049E-13
DataValue, -2.7800000000000002, 0.1, -0.05, -4.52E-12, 0, 4.5E-12, 0, -6.7999999999999953E-13
DataValue, -2.8000000000000003, 0.1, -0.05, -5.04E-12, 0, 5.4999999999999996E-12, 0, -5.2000000000000021E-13
DataValue, -2.82, 0.1, -0.05, -6.36E-12, 0, 6.5E-12, 0, -1.32E-12
DataValue, -2.84, 0.1, -0.05, -8.26E-12, 0, 7.5E-12, 0, -1.9000000000000004E-12
DataValue, -2.86, 0.1, -0.05, -8.8100000000000014E-12, -5E-13, 9E-12, 0, -5.5000000000000069E-13
DataValue, -2.88, 0.1, -0.05, -1.2130000000000001E-11, 0, 1.1499999999999999E-11, 0, -3.3199999999999996E-12
DataValue, -2.9, 0.1, -0.05, -1.3570000000000001E-11, 0, 1.4E-11, 0, -1.4400000000000003E-12
DataValue, -2.92, 0.1, -0.05, -1.6910000000000003E-11, 0, 1.65E-11, 0, -3.3400000000000015E-12
DataValue, -2.94, 0.1, -0.05, -1.97E-11, 0, 1.95E-11, 0, -2.7899999999999976E-12
DataValue, -2.96, 0.1, -0.05, -2.325E-11, 0, 2.4E-11, 0, -3.55E-12
DataValue, -2.98, 0.1, -0.05, -2.7910000000000004E-11, 0, 2.65E-11, 0, -4.6600000000000032E-12
DataValue, -3, 0.1, -0.05, -3.3230000000000004E-11, 0, 3.3E-11, 0, -5.3200000000000008E-12
DataValue, 3, 0, -0.05, 3.7000000000000004E-13, 0, 0, 1E-12, 0
DataValue, 2.98, 0, -0.05, 4.0000000000000006E-14, -5E-13, -5E-13, 1E-12, -3.3E-13
DataValue, 2.96, 0, -0.05, 8.0000000000000013E-14, 0, -5E-13, 5E-13, 4.0000000000000006E-14
DataValue, 2.94, 0, -0.05, 6.1E-13, 0, 0, 0, 5.3E-13
DataValue, 2.92, 0, -0.05, 1.5000000000000002E-13, 0, 5E-13, 1E-12, -4.6000000000000006E-13
DataValue, 2.9, 0, -0.05, 3.3E-13, 0, 0, 5E-13, 1.8E-13
DataValue, 2.88, 0, -0.05, -8.0000000000000013E-14, 0, 0, 5E-13, -4.1E-13
DataValue, 2.86, 0, -0.05, 2.1000000000000001E-13, 0, -1E-12, 5E-13, 2.9000000000000003E-13
DataValue, 2.84, 0, -0.05, 2E-13, 0, 0, 5E-13, -1.0000000000000008E-14
DataValue, 2.82, 0, -0.05, 1.3E-13, 0, -5E-13, 0, -7E-14
DataValue, 2.8000000000000003, 0, -0.05, -1.6000000000000003E-13, -5E-13, 0, 0, -2.9000000000000003E-13
DataValue, 2.7800000000000002, 0, -0.05, 1.9000000000000002E-13, 0, 0, 5E-13, 3.5E-13
DataValue, 2.7600000000000002, 0, -0.05, 1.6000000000000003E-13, 0, 0, 1E-12, -3E-14
DataValue, 2.74, 0, -0.05, -1.0000000000000002E-14, 0, -5E-13, 0, -1.7000000000000003E-13
DataValue, 2.72, 0, -0.05, 2.0000000000000003E-14, 0, -5E-13, 5E-13, 3.0000000000000005E-14
DataValue, 2.7, 0, -0.05, -7E-14, 0, -5E-13, 5E-13, -9.0000000000000008E-14
DataValue, 2.68, 0, -0.05, 1E-13, 0, 0, 0, 1.7E-13
DataValue, 2.66, 0, -0.05, 8.0000000000000013E-14, 0, -1E-12, 0, -1.9999999999999991E-14
DataValue, 2.64, 0, -0.05, -9.0000000000000008E-14, -5E-13, -5E-13, 0, -1.7000000000000003E-13
DataValue, 2.62, 0, -0.05, 4.0000000000000006E-14, 0, -1E-12, 0, 1.3E-13
DataValue, 2.6, 0, -0.05, 4.1E-13, 0, -5E-13, 5E-13, 3.7000000000000004E-13
DataValue, 2.58, 0, -0.05, 3.5E-13, 0, -5E-13, 0, -6E-14
DataValue, 2.56, 0, -0.05, -2.2000000000000002E-13, 0, 0, 0, -5.7E-13
DataValue, 2.54, 0, -0.05, 8.0000000000000013E-14, 0, -5E-13, 0, 3.0000000000000003E-13
DataValue, 2.52, 0, -0.05, 2.0000000000000003E-14, 0, -5E-13, 0, -6.0000000000000009E-14
DataValue, 2.5, 0, -0.05, 2.2000000000000002E-13, 0, 0, 0, 2E-13
DataValue, 2.48, 0, -0.05, -1.2000000000000002E-13, 0, -5E-13, 0, -3.4000000000000007E-13
DataValue, 2.46, 0, -0.05, -1.7E-13, 0, -5E-13, 0, -4.9999999999999989E-14
DataValue, 2.44, 0, -0.05, 3.4E-13, 0, -5E-13, 0, 5.1E-13
DataValue, 2.42, 0, -0.05, 2.7E-13, 0, -5E-13, 0, -7E-14
DataValue, 2.4, 0, -0.05, 6.0000000000000009E-14, 0, -5E-13, 0, -2.1000000000000001E-13
DataValue, 2.38, 0, -0.05, -2.2000000000000002E-13, 0, -5E-13, 0, -2.8E-13
DataValue, 2.36, 0, -0.05, 1.9000000000000002E-13, 0, -5E-13, 0, 4.1000000000000007E-13
DataValue, 2.34, 0, -0.05, 2.6E-13, 0, 0, 0, 6.9999999999999979E-14
DataValue, 2.32, 0, -0.05, 1.3E-13, 5E-13, -5E-13, 0, -1.3E-13
DataValue, 2.3000000000000003, 0, -0.05, 3.0000000000000005E-14, 0, -5E-13, 0, -1E-13
DataValue, 2.2800000000000002, 0, -0.05, 4.0000000000000006E-14, 0, 0, 0, 1.0000000000000002E-14
DataValue, 2.2600000000000002, 0, -0.05, 7E-14, 0, 5E-13, 0, 3E-14
DataValue, 2.24, 0, -0.05, -1.4E-13, 0, 0, 0, -2.1000000000000001E-13
DataValue, 2.22, 0, -0.05, -1.0000000000000002E-14, 0, 5E-13, 0, 1.3E-13
DataValue, 2.2, 0, -0.05, -2.4000000000000004E-13, 0, -5E-13, 0, -2.3000000000000003E-13
DataValue, 2.18, 0, -0.05, -2.1000000000000001E-13, 0, -5E-13, 0, 3.0000000000000024E-14
DataValue, 2.16, 0, -0.05, 7E-14, 0, 0, 0, 2.8E-13
DataValue, 2.14, 0, -0.05, 2.3000000000000003E-13, 0, -5E-13, 0, 1.6000000000000003E-13
DataValue, 2.12, 0, -0.05, 1.5000000000000002E-13, -5E-13, 0, 0, -8.0000000000000013E-14
DataValue, 2.1, 0, -0.05, 3.6000000000000003E-13, 0, -5E-13, 0, 2.1000000000000001E-13
DataValue, 2.08, 0, -0.05, 1.8000000000000002E-13, 0, -5E-13, 0, -1.8000000000000002E-13
DataValue, 2.06, 0, -0.05, 1.3E-13, 0, 0, 5E-13, -5.0000000000000014E-14
DataValue, 2.04, 0, -0.05, -7E-14, 0, 0, 5E-13, -2E-13
DataValue, 2.02, 0, -0.05, 2.7E-13, 0, -5E-13, 0, 3.4E-13
DataValue, 2, 0, -0.05, -1.3E-13, 0, -5E-13, 0, -4E-13
DataValue, 1.98, 0, -0.05, 2.6E-13, 0, -5E-13, 0, 3.9E-13
DataValue, 1.96, 0, -0.05, 3.3E-13, 0, 0, 0, 7E-14
DataValue, 1.94, 0, -0.05, 4.1E-13, 0, 0, 0, 8.0000000000000013E-14
DataValue, 1.92, 0, -0.05, 3.7000000000000004E-13, 0, -5E-13, 0, -3.9999999999999981E-14
DataValue, 1.9000000000000001, 0, -0.05, 1.6000000000000003E-13, 0, -5E-13, 0, -2.1000000000000001E-13
DataValue, 1.8800000000000001, 0, -0.05, -3.0000000000000005E-14, 0, 0, 0, -1.9000000000000002E-13
DataValue, 1.86, 0, -0.05, -2E-13, 0, -1E-12, 0, -1.7E-13
DataValue, 1.84, 0, -0.05, 2.1000000000000001E-13, 0, -5E-13, 0, 4.1E-13
DataValue, 1.82, 0, -0.05, 1.9000000000000002E-13, 5E-13, -5E-13, 0, -1.9999999999999991E-14
DataValue, 1.8, 0, -0.05, 5E-14, 0, 0, 0, -1.4E-13
DataValue, 1.78, 0, -0.05, 5E-14, 0, 0, 0, 0
DataValue, 1.76, 0, -0.05, -1.0000000000000002E-14, 0, 0, 0, -6E-14
DataValue, 1.74, 0, -0.05, 1.4E-13, 0, -5E-13, 0, 1.5000000000000002E-13
DataValue, 1.72, 0, -0.05, 3.0000000000000005E-14, 0, 0, 0, -1.1000000000000001E-13
DataValue, 1.7, 0, -0.05, -2.6E-13, -5E-13, 0, 0, -2.9000000000000003E-13
DataValue, 1.68, 0, -0.05, -6.0000000000000009E-14, 0, -5E-13, 0, 2E-13
DataValue, 1.6600000000000001, 0, -0.05, 2.9000000000000003E-13, 0, 0, 0, 3.5E-13
DataValue, 1.6400000000000001, 0, -0.05, 2.4000000000000004E-13, 0, 0, 0, -4.9999999999999989E-14
DataValue, 1.62, 0, -0.05, -1.4E-13, 0, -5E-13, 0, -3.8000000000000005E-13
DataValue, 1.6, 0, -0.05, 4.0000000000000006E-14, 0, 5E-13, 0, 1.8000000000000002E-13
DataValue, 1.58, 0, -0.05, 5E-14, 0, -5E-13, 0, 9.9999999999999953E-15
DataValue, 1.56, 0, -0.05, 1.6000000000000003E-13, 0, 0, 0, 1.1000000000000002E-13
DataValue, 1.54, 0, -0.05, 8.0000000000000013E-14, 5E-13, 0, 0, -8.0000000000000013E-14
DataValue, 1.52, 0, -0.05, 4.0000000000000006E-14, 0, -1E-12, 0, -4.0000000000000006E-14
DataValue, 1.5, 0, -0.05, 2.8E-13, 0, -5E-13, 0, 2.4E-13
DataValue, 1.48, 0, -0.05, -2.0000000000000003E-14, -5E-13, -5E-13, 0, -3.0000000000000003E-13
DataValue, 1.46, 0, -0.05, -1.7E-13, 0, 0, 0, -1.5000000000000002E-13
DataValue, 1.44, 0, -0.05, -5E-14, 0, 0, 0, 1.2E-13
DataValue, 1.42, 0, -0.05, 3.7000000000000004E-13, 0, 0, 0, 4.2000000000000003E-13
DataValue, 1.4000000000000001, 0, -0.05, 2.0000000000000003E-14, 0, 0, 0, -3.5E-13
DataValue, 1.3800000000000001, 0, -0.05, -1E-13, -5E-13, 0, 0, -1.2E-13
DataValue, 1.36, 0, -0.05, 1.3E-13, 5E-13, -5E-13, 0, 2.3000000000000003E-13
DataValue, 1.34, 0, -0.05, 4.0000000000000006E-14, 0, 0, 0, -9E-14
DataValue, 1.32, 0, -0.05, 1.1000000000000001E-13, 0, -5E-13, 0, 7E-14
DataValue, 1.3, 0, -0.05, 7E-14, 0, -5E-13, 0, -4.0000000000000006E-14
DataValue, 1.28, 0, -0.05, 2.6E-13, 0, 0, 0, 1.9E-13
DataValue, 1.26, 0, -0.05, 9.0000000000000008E-14, 0, 0, 0, -1.6999999999999998E-13
DataValue, 1.24, 0, -0.05, 4.4000000000000004E-13, 0, -5E-13, 5E-13, 3.5E-13
DataValue, 1.22, 0, -0.05, 0, 0, 0, 0, -4.4000000000000004E-13
DataValue, 1.2, 0, -0.05, -2.3000000000000003E-13, 0, -5E-13, 0, -2.3000000000000003E-13
DataValue, 1.18, 0, -0.05, 1.3E-13, 0, 0, 0, 3.6000000000000003E-13
DataValue, 1.16, 0, -0.05, 2.7E-13, 0, 0, 0, 1.4E-13
DataValue, 1.1400000000000001, 0, -0.05, 1.8000000000000002E-13, 0, -5E-13, 0, -9E-14
DataValue, 1.12, 0, -0.05, 1.9000000000000002E-13, 0, -5E-13, 0, 1.0000000000000008E-14
DataValue, 1.1, 0, -0.05, 2.1000000000000001E-13, 0, -5E-13, 0, 1.9999999999999991E-14
DataValue, 1.08, 0, -0.05, -2.1000000000000001E-13, 0, 0, 0, -4.2000000000000003E-13
DataValue, 1.06, 0, -0.05, 2.0000000000000003E-14, 0, 0, 5E-13, 2.3000000000000003E-13
DataValue, 1.04, 0, -0.05, -2.7E-13, 0, 0, 5E-13, -2.9000000000000003E-13
DataValue, 1.02, 0, -0.05, 1.7E-13, 0, -5E-13, 0, 4.4000000000000004E-13
DataValue, 1, 0, -0.05, 1.0000000000000002E-14, 0, -5E-13, 0, -1.6E-13
DataValue, 0.98, 0, -0.05, -2.6E-13, 0, -5E-13, 0, -2.7E-13
DataValue, 0.96, 0, -0.05, 1.6000000000000003E-13, 0, 0, 5E-13, 4.2000000000000003E-13
DataValue, 0.94000000000000006, 0, -0.05, -1.9000000000000002E-13, 0, -5E-13, 0, -3.5E-13
DataValue, 0.92, 0, -0.05, 2.4000000000000004E-13, 0, -5E-13, 0, 4.3000000000000009E-13
DataValue, 0.9, 0, -0.05, 1.4E-13, 0, 5E-13, 0, -1.0000000000000003E-13
DataValue, 0.88, 0, -0.05, 4.0000000000000006E-14, 0, 0, 0, -1E-13
DataValue, 0.86, 0, -0.05, 9.0000000000000008E-14, 0, -5E-13, 0, 5E-14
DataValue, 0.84, 0, -0.05, 1.9000000000000002E-13, 0, 0, 0, 1.0000000000000002E-13
DataValue, 0.82000000000000006, 0, -0.05, 2.3000000000000003E-13, 0, -1E-12, 0, 4.0000000000000006E-14
DataValue, 0.8, 0, -0.05, -7E-14, 0, 0, 0, -3.0000000000000003E-13
DataValue, 0.78, 0, -0.05, 5E-14, 0, 5E-13, 0, 1.2E-13
DataValue, 0.76, 0, -0.05, 1.0000000000000002E-14, 0, -5E-13, 0, -4E-14
DataValue, 0.74, 0, -0.05, 2.7E-13, 0, -5E-13, 0, 2.6E-13
DataValue, 0.72, 0, -0.05, 4.0000000000000006E-14, 0, -5E-13, 0, -2.3000000000000003E-13
DataValue, 0.70000000000000007, 0, -0.05, -2E-13, 0, 0, 0, -2.4E-13
DataValue, 0.68, 0, -0.05, 1E-13, 0, 0, 0, 3.0000000000000003E-13
DataValue, 0.66, 0, -0.05, 7E-14, 0, -1E-12, 0, -3E-14
DataValue, 0.64, 0, -0.05, 2.2000000000000002E-13, 0, 0, 0, 1.5000000000000002E-13
DataValue, 0.62, 0, -0.05, -1.1000000000000001E-13, -5E-13, -5E-13, 0, -3.3E-13
DataValue, 0.6, 0, -0.05, 6.0000000000000009E-14, 0, -1E-12, 0, 1.7000000000000003E-13
DataValue, 0.58, 0, -0.05, 3.4E-13, -5E-13, -5E-13, 0, 2.8E-13
DataValue, 0.56, 0, -0.05, 2.0000000000000003E-14, 0, 0, 0, -3.2E-13
DataValue, 0.54, 0, -0.05, -1.1000000000000001E-13, 0, 5E-13, 0, -1.3E-13
DataValue, 0.52, 0, -0.05, -2.1000000000000001E-13, 0, 0, 0, -1E-13
DataValue, 0.5, 0, -0.05, 2.9000000000000003E-13, 0, 0, 0, 5.0000000000000009E-13
DataValue, 0.48, 0, -0.05, 2.8E-13, 0, 0, 0, -1.0000000000000008E-14
DataValue, 0.46, 0, -0.05, 2.6E-13, 5E-13, 0, 0, -2.0000000000000016E-14
DataValue, 0.44, 0, -0.05, -1.1000000000000001E-13, 0, 0, 0, -3.7000000000000004E-13
DataValue, 0.42, 0, -0.05, -2.5E-13, 0, -5E-13, 0, -1.3999999999999998E-13
DataValue, 0.4, 0, -0.05, 2.4000000000000004E-13, 0, 0, 0, 4.9E-13
DataValue, 0.38, 0, -0.05, 0, 0, 0, 0, -2.4000000000000004E-13
DataValue, 0.36, 0, -0.05, -2.4000000000000004E-13, 0, 0, 0, -2.4000000000000004E-13
DataValue, 0.34, 0, -0.05, 3.0000000000000005E-14, 0, -5E-13, 0, 2.7000000000000006E-13
DataValue, 0.32, 0, -0.05, 2.7E-13, 0, -5E-13, 5E-13, 2.4E-13
DataValue, 0.3, 0, -0.05, 7E-14, 0, -5E-13, 0, -2E-13
DataValue, 0.28, 0, -0.05, -2.0000000000000003E-14, 0, 0, 0, -9.0000000000000008E-14
DataValue, 0.26, 0, -0.05, 2.0000000000000003E-14, 0, -5E-13, 0, 4.0000000000000006E-14
DataValue, 0.24, 0, -0.05, -1.0000000000000002E-14, 5E-13, 0, 5E-13, -3.0000000000000005E-14
DataValue, 0.22, 0, -0.05, 1.4E-13, 0, 0, 0, 1.5000000000000002E-13
DataValue, 0.2, 0, -0.05, 1.4E-13, 0, -5E-13, 0, 0
DataValue, 0.18, 0, -0.05, 1.2000000000000002E-13, 0, 0, 0, -1.9999999999999991E-14
DataValue, 0.16, 0, -0.05, 7E-14, 0, 0, 0, -5.0000000000000014E-14
DataValue, 0.14, 0, -0.05, -1.2000000000000002E-13, 0, -5E-13, 0, -1.9000000000000002E-13
DataValue, 0.12, 0, -0.05, -1.9000000000000002E-13, 0, -5E-13, 0, -7E-14
DataValue, 0.1, 0, -0.05, 1.1000000000000001E-13, 0, -5E-13, 0, 3.0000000000000003E-13
DataValue, 0.08, 0, -0.05, 1.9000000000000002E-13, 0, 0, 0, 8.0000000000000013E-14
DataValue, 0.06, 0, -0.05, -1.3E-13, 0, -5E-13, 0, -3.2000000000000005E-13
DataValue, 0.04, 0, -0.05, -1.4E-13, 0, -5E-13, 0, -1.0000000000000008E-14
DataValue, 0.02, 0, -0.05, 1.6000000000000003E-13, 0, -5E-13, 0, 3.0000000000000003E-13
DataValue, 0, 0, -0.05, 1.3E-13, 0, 0, 0, -3.0000000000000024E-14
DataValue, -0.02, 0, -0.05, -9.0000000000000008E-14, 0, -5E-13, 0, -2.2000000000000002E-13
DataValue, -0.04, 0, -0.05, 1.5000000000000002E-13, 0, -5E-13, 0, 2.4000000000000004E-13
DataValue, -0.06, 0, -0.05, 3.1000000000000004E-13, 0, 0, 0, 1.6000000000000003E-13
DataValue, -0.08, 0, -0.05, -2.0000000000000003E-14, 0, 0, 0, -3.3000000000000006E-13
DataValue, -0.1, 0, -0.05, -1.1000000000000001E-13, 0, 0, 0, -9.0000000000000008E-14
DataValue, -0.12, 0, -0.05, 1.7E-13, 0, 0, 0, 2.8E-13
DataValue, -0.14, 0, -0.05, -8.0000000000000013E-14, 0, 0, 0, -2.5000000000000005E-13
DataValue, -0.16, 0, -0.05, 1.6000000000000003E-13, 0, -5E-13, 0, 2.4000000000000004E-13
DataValue, -0.18, 0, -0.05, -4.0000000000000006E-14, 0, 0, 0, -2.0000000000000003E-13
DataValue, -0.2, 0, -0.05, 2E-13, -5E-13, 0, 0, 2.4E-13
DataValue, -0.22, 0, -0.05, 3.3E-13, 0, 5E-13, 0, 1.3E-13
DataValue, -0.24, 0, -0.05, -4.0000000000000006E-14, 0, -5E-13, 0, -3.7000000000000004E-13
DataValue, -0.26, 0, -0.05, 1.0000000000000002E-14, 0, 0, 0, 5.0000000000000008E-14
DataValue, -0.28, 0, -0.05, 1E-13, 0, 5E-13, 0, 9E-14
DataValue, -0.3, 0, -0.05, 1.3E-13, 0, -5E-13, 0, 3E-14
DataValue, -0.32, 0, -0.05, -1.1000000000000001E-13, 0, -5E-13, 0, -2.4E-13
DataValue, -0.34, 0, -0.05, 5.1E-13, 0, 0, 0, 6.2000000000000008E-13
DataValue, -0.36, 0, -0.05, -4E-13, 0, -5E-13, 0, -9.1E-13
DataValue, -0.38, 0, -0.05, -1.6000000000000003E-13, 0, 0, 5E-13, 2.4E-13
DataValue, -0.4, 0, -0.05, -1.6000000000000003E-13, 0, 5E-13, 0, 0
DataValue, -0.42, 0, -0.05, 7E-14, 0, -5E-13, 0, 2.3000000000000003E-13
DataValue, -0.44, 0, -0.05, 1.1000000000000001E-13, 0, 0, 0, 4.0000000000000006E-14
DataValue, -0.46, 0, -0.05, 2.4000000000000004E-13, 0, -5E-13, 5E-13, 1.3000000000000003E-13
DataValue, -0.48, 0, -0.05, -5E-14, 0, -5E-13, -5E-13, -2.9000000000000003E-13
DataValue, -0.5, 0, -0.05, 1.1000000000000001E-13, 5E-13, -5E-13, 0, 1.6000000000000003E-13
DataValue, -0.52, 0, -0.05, -5E-14, 0, 0, 0, -1.6000000000000003E-13
DataValue, -0.54, 0, -0.05, 1.3E-13, 0, -5E-13, 0, 1.8E-13
DataValue, -0.56, 0, -0.05, 5E-14, 0, 0, 0, -8E-14
DataValue, -0.58, 0, -0.05, 2.0000000000000003E-14, 0, 0, 0, -3E-14
DataValue, -0.6, 0, -0.05, 3.3E-13, 0, 0, 0, 3.1E-13
DataValue, -0.62, 0, -0.05, -1.3E-13, 0, -5E-13, 5E-13, -4.6000000000000006E-13
DataValue, -0.64, 0, -0.05, 4.1E-13, 0, 0, 0, 5.4E-13
DataValue, -0.66, 0, -0.05, 1.7E-13, 0, 0, 0, -2.4E-13
DataValue, -0.68, 0, -0.05, 1.2000000000000002E-13, 0, 0, 0, -4.9999999999999989E-14
DataValue, -0.70000000000000007, 0, -0.05, -7E-14, 0, -5E-13, 0, -1.9000000000000002E-13
DataValue, -0.72, 0, -0.05, 3.7000000000000004E-13, 0, -5E-13, 0, 4.4000000000000004E-13
DataValue, -0.74, 0, -0.05, -1.9000000000000002E-13, -5E-13, 0, 0, -5.6E-13
DataValue, -0.76, 0, -0.05, -2.0000000000000003E-14, 0, 0, 0, 1.7000000000000003E-13
DataValue, -0.78, 0, -0.05, 2.2000000000000002E-13, 0, 0, 0, 2.4000000000000004E-13
DataValue, -0.8, 0, -0.05, 2.8E-13, 0, 0, 5E-13, 6E-14
DataValue, -0.82000000000000006, 0, -0.05, -3.0000000000000005E-14, 0, -5E-13, 0, -3.1000000000000004E-13
DataValue, -0.84, 0, -0.05, 1.1000000000000001E-13, 0, -5E-13, 5E-13, 1.4E-13
DataValue, -0.86, 0, -0.05, 3.0000000000000005E-14, 0, -5E-13, 0, -8.0000000000000013E-14
DataValue, -0.88, 0, -0.05, 1.5000000000000002E-13, -5E-13, -5E-13, 5E-13, 1.2000000000000002E-13
DataValue, -0.9, 0, -0.05, 1.0000000000000002E-14, 0, -5E-13, 0, -1.4E-13
DataValue, -0.92, 0, -0.05, 8.0000000000000013E-14, 0, -5E-13, 5E-13, 7E-14
DataValue, -0.94000000000000006, 0, -0.05, 2.4000000000000004E-13, -5E-13, -5E-13, 0, 1.6000000000000003E-13
DataValue, -0.96, 0, -0.05, 1E-13, 0, 0, 0, -1.4000000000000004E-13
DataValue, -0.98, 0, -0.05, 2E-13, 0, 0, 0, 1E-13
DataValue, -1, 0, -0.05, 8.0000000000000013E-14, 0, -5E-13, 0, -1.2E-13
DataValue, -1.02, 0, -0.05, 3.5E-13, 0, -5E-13, 0, 2.7E-13
DataValue, -1.04, 0, -0.05, -5E-13, 0, 0, 0, -8.5E-13
DataValue, -1.06, 0, -0.05, -2.8E-13, 0, -5E-13, 0, 2.1999999999999997E-13
DataValue, -1.08, 0, -0.05, 1.5000000000000002E-13, 0, 0, 0, 4.3000000000000004E-13
DataValue, -1.1, 0, -0.05, 1.1000000000000001E-13, 0, 0, 0, -4.0000000000000006E-14
DataValue, -1.12, 0, -0.05, -4.0000000000000006E-14, 0, 0, 0, -1.5000000000000002E-13
DataValue, -1.1400000000000001, 0, -0.05, 7E-14, 0, 5E-13, 0, 1.1000000000000001E-13
DataValue, -1.16, 0, -0.05, 3.7000000000000004E-13, 0, 0, 0, 3.0000000000000003E-13
DataValue, -1.18, 0, -0.05, -8.0000000000000013E-14, 0, -5E-13, 0, -4.5000000000000005E-13
DataValue, -1.2, 0, -0.05, 8.0000000000000013E-14, 0, -5E-13, 0, 1.6000000000000003E-13
DataValue, -1.22, 0, -0.05, 2.0000000000000003E-14, 0, 0, 0, -6.0000000000000009E-14
DataValue, -1.24, 0, -0.05, 3.1000000000000004E-13, 0, -5E-13, -5E-13, 2.9000000000000003E-13
DataValue, -1.26, 0, -0.05, 8.0000000000000013E-14, 0, -5E-13, 0, -2.3000000000000003E-13
DataValue, -1.28, 0, -0.05, 2.6E-13, 0, -5E-13, 0, 1.8E-13
DataValue, -1.3, 0, -0.05, 2.4000000000000004E-13, 0, -5E-13, 0, -1.9999999999999965E-14
DataValue, -1.32, 0, -0.05, 3.0000000000000005E-14, 0, -5E-13, 0, -2.1000000000000004E-13
DataValue, -1.34, 0, -0.05, -2.6E-13, 0, -5E-13, 0, -2.9000000000000003E-13
DataValue, -1.36, 0, -0.05, 6.0000000000000009E-14, 0, -5E-13, 0, 3.2E-13
DataValue, -1.3800000000000001, 0, -0.05, 3.9000000000000005E-13, 0, 0, 0, 3.3000000000000006E-13
DataValue, -1.4000000000000001, 0, -0.05, -1.1000000000000001E-13, 0, -5E-13, 0, -5.0000000000000009E-13
DataValue, -1.42, 0, -0.05, -1.2000000000000002E-13, 0, 0, 0, -1.0000000000000008E-14
DataValue, -1.44, 0, -0.05, 1.5000000000000002E-13, 0, 0, 0, 2.7000000000000006E-13
DataValue, -1.46, 0, -0.05, 4.4000000000000004E-13, 0, 0, 5E-13, 2.9000000000000003E-13
